City/Town,Ward,Pct,"Joseph R. Biden, Jr.","Donald J. Trump","Jo Jorgensen","Howard Hawkins","All Others","No Preference",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Libertarian,Green-Rainbow
Brockton,2,D,"1,023",259,12,3,1,0,7,"1,305"
Brockton,3,A,"1,032",249,6,3,0,0,5,"1,295"
Brockton,3,B,961,167,9,6,1,0,12,"1,156"
Brockton,3,C,"1,235",516,10,6,3,0,7,"1,777"
Brockton,3,D,"1,188",590,15,6,4,0,7,"1,810"
Brockton,4,A,759,118,6,1,0,0,8,892
Brockton,4,B,"1,139",297,15,3,0,0,11,"1,465"
Brockton,4,C,"1,057",404,17,3,5,0,7,"1,493"
Brockton,4,D,"1,034",379,9,3,7,0,10,"1,442"
Brockton,5,A,"1,047",195,10,3,4,0,6,"1,265"
Brockton,5,B,"1,129",411,24,6,1,0,11,"1,582"
Brockton,5,C,"1,093",245,12,6,0,0,10,"1,366"
Brockton,5,D,"1,093",435,16,3,0,0,12,"1,559"
Brockton,6,A,962,234,21,2,3,0,12,"1,234"
Brockton,6,B,"1,220",532,17,5,1,0,13,"1,788"
Brockton,6,C,"1,147",355,12,8,5,0,7,"1,534"
Brockton,6,D,"1,060",553,15,10,4,0,9,"1,651"
Brockton,7,A,984,159,10,3,0,0,4,"1,160"
Brockton,7,B,"1,231",240,9,11,1,0,4,"1,496"
Brockton,7,C,"1,089",205,12,8,3,0,9,"1,326"
Brockton,7,D,"1,108",342,16,3,0,0,13,"1,482"
Brookfield,-,1,946,"1,054",34,16,4,0,8,"2,062"
Brookline,-,1,"1,669",153,16,2,7,0,10,"1,857"
Brookline,-,2,"1,100",152,7,7,7,0,4,"1,277"
Brookline,-,3,"1,722",185,11,5,9,0,13,"1,945"
Brookline,-,4,"1,507",218,19,11,7,0,14,"1,776"
Brookline,-,5,"1,869",192,15,13,6,0,21,"2,116"
Brookline,-,6,"1,848",157,10,13,8,0,6,"2,042"
Brookline,-,7,"1,608",173,18,6,3,0,12,"1,820"
Brookline,-,8,"1,734",116,5,16,0,0,12,"1,883"
Brookline,-,9,"1,724",199,16,9,2,0,16,"1,966"
Brookline,-,10,"1,738",207,14,7,2,0,23,"1,991"
Brookline,-,11,"1,851",203,14,10,7,0,13,"2,098"
Brookline,-,12,"2,077",239,28,7,10,0,18,"2,379"
Brookline,-,13,"1,789",216,21,9,18,0,17,"2,070"
Brookline,-,14,"1,754",317,27,10,16,0,16,"2,140"
Brookline,-,15,"1,694",412,13,10,12,0,17,"2,158"
Brookline,-,16,"1,466",279,9,13,11,0,9,"1,787"
Buckland,-,1,889,268,18,14,2,0,12,"1,203"
Burlington,-,1,"1,448",941,23,11,11,0,20,"2,454"
Burlington,-,2,"1,048",539,21,13,7,0,7,"1,635"
Burlington,-,3,"1,390",804,34,7,12,0,14,"2,261"
Burlington,-,4,"1,257",710,19,8,10,0,12,"2,016"
Burlington,-,5,"1,413",856,36,11,9,0,15,"2,340"
Burlington,-,6,"1,320",915,31,12,6,0,12,"2,296"
Burlington,-,7,"1,571",801,32,14,6,0,5,"2,429"
Cambridge,1,1,"1,898",227,26,5,7,0,11,"2,174"
Cambridge,1,2,"1,447",190,19,16,12,0,6,"1,690"
Cambridge,1,3,"1,600",201,16,11,8,0,19,"1,855"
Cambridge,2,1,"1,504",102,7,5,7,0,15,"1,640"
Cambridge,2,2,295,11,5,5,6,0,1,323
Cambridge,2,3,808,76,14,7,7,0,5,917
Cambridge,3,1,"1,553",191,14,8,15,0,10,"1,791"
Cambridge,3,2,938,62,1,6,5,0,2,"1,014"
Cambridge,3,2A,712,56,10,4,3,0,3,788
Cambridge,3,3,"1,463",83,5,17,8,0,2,"1,578"
Cambridge,4,1,"1,873",75,15,16,6,0,4,"1,989"
Cambridge,4,2,"1,887",99,13,15,7,0,6,"2,027"
Cambridge,4,3,629,37,4,3,2,0,2,677
Cambridge,5,1,"1,670",88,12,16,9,0,10,"1,805"
Cambridge,5,2,"1,757",114,12,15,9,0,7,"1,914"
Cambridge,5,3,"1,309",60,8,14,4,0,9,"1,404"
Cambridge,6,1,"1,846",74,17,17,7,0,10,"1,971"
Cambridge,6,2,"1,674",70,17,14,8,0,11,"1,794"
Cambridge,6,3,"1,805",136,8,10,9,0,5,"1,973"
Cambridge,7,1,"1,730",70,11,18,8,0,8,"1,845"
Cambridge,7,2,828,58,10,15,10,0,5,926
Cambridge,7,3,505,33,2,5,7,0,1,553
Cambridge,8,1,"1,213",55,4,10,10,0,7,"1,299"
Cambridge,8,2,"1,213",53,9,10,1,0,3,"1,289"
Cambridge,8,3,277,14,2,0,1,0,1,295
Cambridge,9,1,"2,111",105,9,11,10,0,6,"2,252"
Cambridge,9,2,"2,211",208,17,17,8,0,14,"2,475"
Cambridge,9,3,"1,697",197,17,12,12,0,12,"1,947"
Cambridge,10,1,"2,090",108,11,13,12,0,9,"2,243"
Cambridge,10,2,"1,998",79,11,15,13,0,9,"2,125"
Cambridge,10,3,"1,732",101,14,11,5,0,8,"1,871"
Cambridge,11,1,"2,130",164,25,11,5,0,10,"2,345"
Cambridge,11,2,"2,125",170,18,23,9,0,6,"2,351"
Cambridge,11,3,"1,705",152,12,12,11,0,7,"1,899"
Canton,-,1,"1,421",742,36,10,10,0,12,"2,231"
Canton,-,2,"1,617",825,18,8,9,0,10,"2,487"
Canton,-,3,"1,527",781,31,8,2,0,15,"2,364"
Canton,-,4,"1,653","1,040",33,10,13,0,20,"2,769"
Canton,-,5,"1,546",825,38,6,12,0,18,"2,445"
Canton,-,6,"1,458",752,31,14,9,0,11,"2,275"
Carlisle,-,1,"2,772",767,58,17,24,0,32,"3,670"
Carver,-,1,"1,017","1,161",33,19,17,0,11,"2,258"
Carver,-,2,"1,025","1,120",27,10,12,0,8,"2,202"
Carver,-,3,"1,235","1,223",36,9,17,0,21,"2,541"
Charlemont,-,1,492,235,12,4,0,0,6,749
Charlton,-,1,952,907,45,11,6,0,17,"1,938"
Charlton,-,2,887,"1,145",46,13,12,0,7,"2,110"
Charlton,-,3,975,"1,122",28,13,8,0,12,"2,158"
Charlton,-,4,945,953,39,8,7,0,11,"1,963"
Chatham,-,1,"3,107","1,834",70,23,41,0,47,"5,122"
Chelmsford,-,1,"1,615",811,37,9,18,0,13,"2,503"
Chelmsford,-,2,"1,463",770,37,11,15,0,9,"2,305"
Chelmsford,-,3,"1,403",949,36,14,17,0,14,"2,433"
Chelmsford,-,4,"1,405",945,46,8,10,0,16,"2,430"
Chelmsford,-,5,"1,563",866,56,11,11,0,16,"2,523"
Chelmsford,-,6,"1,576",882,47,16,10,0,19,"2,550"
Chelmsford,-,7,"1,660",861,59,9,16,0,15,"2,620"
Chelmsford,-,8,"1,552",837,43,11,10,0,10,"2,463"
Chelmsford,-,9,"1,664",902,37,17,14,0,25,"2,659"
Chelsea,1,1,423,150,3,5,0,0,9,590
Chelsea,1,2,284,86,3,0,0,0,5,378
Chelsea,1,3,388,81,5,0,0,0,4,478
Chelsea,1,4,386,58,4,4,0,0,4,456
Chelsea,2,1,"1,052",292,19,4,0,0,23,"1,390"
Chelsea,2,2,665,118,10,4,0,0,11,808
Chelsea,2,3,285,57,1,5,0,0,8,356
Chelsea,2,4,429,90,3,2,0,0,9,533
Chelsea,3,1,498,88,6,3,0,0,8,603
Chelsea,3,2,636,131,8,2,0,0,6,783
Chelsea,3,3,454,147,6,2,0,0,7,616
Chelsea,3,4,510,124,0,4,0,0,4,642
Chelsea,4,1,564,160,5,9,0,0,5,743
Chelsea,4,2,566,254,13,9,0,0,8,850
Chelsea,4,3,564,207,6,1,0,0,7,785
Chelsea,4,4,451,172,4,4,0,0,5,636
Cheshire,-,1,"1,124",775,36,0,11,0,20,"1,966"
Chester,-,1,313,415,14,2,0,0,5,749
Chesterfield,-,1,510,287,14,9,2,0,11,833
Chicopee,1,A,818,654,20,17,9,0,5,"1,523"
Chicopee,1,B,"1,020",775,25,13,4,0,12,"1,849"
Chicopee,2,A,646,339,10,5,0,0,2,"1,002"
Chicopee,2,B,910,757,24,8,7,0,5,"1,711"
Chicopee,3,A,755,610,15,7,5,0,9,"1,401"
Chicopee,3,B,650,465,22,7,3,0,5,"1,152"
Chicopee,4,A,788,499,18,8,3,0,10,"1,326"
Chicopee,4,B,797,447,23,8,3,0,3,"1,281"
Chicopee,5,A,886,554,24,9,4,0,6,"1,483"
Chicopee,5,B,767,539,21,7,6,0,7,"1,347"
Chicopee,6,AN,243,140,6,1,3,0,3,396
Chicopee,6,AS,485,389,7,5,6,0,5,897
Chicopee,6,BE,690,803,22,13,7,0,7,"1,542"
Chicopee,6,BW,175,161,5,3,1,0,1,346
Chicopee,7,A,649,402,16,8,2,0,9,"1,086"
Chicopee,7,B,802,439,21,12,2,0,6,"1,282"
Chicopee,8,A,855,628,42,12,6,0,8,"1,551"
Chicopee,8,B,738,602,20,8,6,0,6,"1,380"
Chicopee,9,A,846,631,28,12,3,0,9,"1,529"
Chicopee,9,B,982,802,28,11,6,0,13,"1,842"
Chilmark,-,1,796,111,5,3,6,0,3,924
Clarksburg,-,1,583,390,13,2,2,0,12,"1,002"
Clinton,-,1,"1,287",717,40,13,13,0,7,"2,077"
Clinton,-,2,"1,145",666,44,20,5,0,8,"1,888"
Clinton,-,3,"1,197",757,40,14,10,0,11,"2,029"
Clinton,-,4,"1,059",746,34,7,12,0,8,"1,866"
Cohasset,-,1,"1,849",786,41,5,32,0,18,"2,731"
Cohasset,-,2,"2,000",879,55,6,16,0,40,"2,996"
Colrain,-,1,667,306,20,10,4,0,5,"1,012"
Concord,-,1,"1,930",354,34,10,18,0,19,"2,365"
Concord,-,2,"2,261",444,33,11,23,0,13,"2,785"
Concord,-,3,"2,058",435,31,13,19,0,19,"2,575"
Concord,-,4,"2,338",476,41,14,23,0,17,"2,909"
Concord,-,5,"1,437",268,21,4,15,0,12,"1,757"
Conway,-,1,989,278,24,11,1,0,5,"1,308"
Cummington,-,1,413,162,7,4,5,0,5,596
Dalton,-,1,"1,305",560,33,13,5,0,5,"1,921"
Dalton,-,2,"1,377",479,30,14,5,0,6,"1,911"
Danvers,-,1,"1,339",759,26,13,0,0,15,"2,152"
Danvers,-,2,"1,256",796,28,11,12,0,12,"2,115"
Danvers,-,3,"1,060",736,18,12,4,0,18,"1,848"
Danvers,-,4,"1,328",766,27,9,5,0,30,"2,165"
Danvers,-,5,"1,266",948,21,13,10,0,17,"2,275"
Danvers,-,6,"1,169",964,25,11,7,0,21,"2,197"
Danvers,-,7,"1,277",860,38,11,6,0,23,"2,215"
Danvers,-,8,"1,138",896,28,11,3,0,19,"2,095"
Dartmouth,-,1,"1,056","1,314",41,4,7,0,11,"2,433"
Dartmouth,-,2,790,668,10,7,7,0,7,"1,489"
Dartmouth,-,3,44,3,0,0,0,0,0,47
Dartmouth,-,4,"1,191",938,21,14,5,0,8,"2,177"
Dartmouth,-,5,"1,292","1,021",18,11,11,0,14,"2,367"
Dartmouth,-,6,953,844,15,8,3,0,11,"1,834"
Dartmouth,-,7,"1,197","1,020",22,8,5,0,15,"2,267"
Dartmouth,-,8,"1,635",937,25,5,13,0,17,"2,632"
Dartmouth,-,9,"1,634","1,033",29,13,12,0,12,"2,733"
Dedham,-,1,"1,762",489,14,5,27,0,23,"2,320"
Dedham,-,2,"1,522",698,21,12,9,0,22,"2,284"
Dedham,-,3,"1,423",608,28,17,8,0,8,"2,092"
Dedham,-,4,"1,502",639,30,5,8,0,17,"2,201"
Dedham,-,5,"1,525",795,33,11,10,0,11,"2,385"
Dedham,-,6,"1,652",719,38,5,11,0,18,"2,443"
Dedham,-,7,"1,374",823,27,5,12,0,15,"2,256"
Deerfield,-,1,"2,425",839,55,21,10,0,20,"3,370"
Dennis,-,1,"1,280",868,20,2,8,0,13,"2,191"
Dennis,-,2,"1,316",862,21,4,12,0,16,"2,231"
Dennis,-,3,"1,109",674,25,8,5,0,6,"1,827"
Dennis,-,4,"1,266",792,23,14,11,0,6,"2,112"
Dennis,-,5,"1,210",742,30,8,11,0,12,"2,013"
Dighton,-,1,"1,000","1,147",36,12,10,0,8,"2,213"
Dighton,-,2,"1,139","1,326",26,13,15,0,11,"2,530"
Douglas,-,1,816,"1,051",31,11,0,0,15,"1,924"
Douglas,-,2,839,982,37,9,0,0,17,"1,884"
Douglas,-,3,803,923,23,9,0,0,21,"1,779"
Dover,-,1,"2,761","1,142",67,14,39,0,41,"4,064"
Dracut,-,1,893,820,26,11,0,0,15,"1,765"
Dracut,-,2,799,743,23,7,0,0,19,"1,591"
Dracut,-,3,942,947,28,2,0,0,19,"1,938"
Dracut,-,4,"1,124","1,210",33,8,0,0,52,"2,427"
Dracut,-,5,894,"1,010",34,10,0,0,8,"1,956"
Dracut,-,6,923,869,25,8,0,0,6,"1,831"
Dracut,-,6A,39,33,0,0,0,0,0,72
Dracut,-,7,986,811,21,9,0,0,5,"1,832"
Dracut,-,8,"1,155","1,397",39,6,0,0,30,"2,627"
Dracut,-,9,951,972,24,13,0,0,28,"1,988"
Dudley,-,1,"1,071","1,203",46,10,10,0,12,"2,352"
Dudley,-,2,906,"1,068",36,8,10,0,6,"2,034"
Dudley,-,3,767,921,21,9,6,0,5,"1,729"
Dunstable,-,1,"1,243",877,46,7,0,0,30,"2,203"
Duxbury,-,1,"1,326",753,29,4,13,0,18,"2,143"
Duxbury,-,2,"1,217",680,27,2,21,0,18,"1,965"
Duxbury,-,3,"1,168",659,33,4,9,0,9,"1,882"
Duxbury,-,4,"1,122",625,25,7,15,0,8,"1,802"
Duxbury,-,5,"1,054",714,23,3,12,0,13,"1,819"
Duxbury,-,6,"1,023",601,29,4,17,0,14,"1,688"
"E. Bridgewater",-,1,"1,034","1,098",36,9,11,0,14,"2,202"
"E. Bridgewater",-,2,"1,008","1,088",36,12,11,0,13,"2,168"
"E. Bridgewater",-,3,"1,111","1,159",26,11,6,0,12,"2,325"
"E. Bridgewater",-,4,"1,030","1,021",42,11,7,0,15,"2,126"
"E. Brookfield",-,1,593,741,18,7,6,0,5,"1,370"
"E. Longmeadow",-,1,"1,420","1,122",26,9,15,0,8,"2,600"
"E. Longmeadow",-,2,"1,274","1,025",26,13,6,0,10,"2,354"
"E. Longmeadow",-,3,"1,330","1,180",30,11,10,0,15,"2,576"
"E. Longmeadow",-,4,"1,271","1,296",37,9,12,0,16,"2,641"
Eastham,-,1,"2,864","1,151",48,16,21,0,17,"4,117"
Easthampton,-,1,"1,430",485,20,15,5,0,11,"1,966"
Easthampton,-,2,"1,685",412,31,24,12,0,11,"2,175"
Easthampton,-,3,"1,517",432,24,19,3,0,14,"2,009"
Easthampton,-,4,"1,810",400,24,29,8,0,12,"2,283"
Easthampton,-,5,"1,354",796,33,21,3,0,8,"2,215"
Easton,-,1,836,512,16,7,4,0,6,"1,381"
Easton,-,2,"1,651",996,49,16,9,0,16,"2,737"
Easton,-,3,"1,400",925,31,16,11,0,13,"2,396"
Easton,-,4,"1,578",925,37,18,15,0,18,"2,591"
Easton,-,5,"1,810","1,052",38,6,9,0,16,"2,931"
Easton,-,6,"1,440","1,057",27,14,14,0,17,"2,569"
Edgartown,-,1,"2,185",854,39,15,8,0,25,"3,126"
Egremont,-,1,783,174,8,7,1,0,3,976
Erving,-,1,550,355,15,4,5,0,7,936
Essex,-,1,"1,650",796,45,8,13,0,16,"2,528"
Everett,1,1,808,318,2,3,3,0,2,"1,136"
Everett,1,2,714,332,6,8,5,0,5,"1,070"
Everett,2,1,886,360,13,8,2,0,2,"1,271"
Everett,2,2,745,272,3,7,6,0,4,"1,037"
Everett,3,1,"1,008",391,12,7,9,0,1,"1,428"
Everett,3,2,872,345,7,6,2,0,6,"1,238"
Everett,4,1,916,415,7,7,7,0,6,"1,358"
Everett,4,2,797,298,11,4,3,0,10,"1,123"
Everett,5,1,905,338,6,3,7,0,11,"1,270"
Everett,5,2,851,277,3,6,2,0,10,"1,149"
Everett,6,1,969,382,27,7,1,0,8,"1,394"
Everett,6,2,"1,021",365,11,6,5,0,11,"1,419"
Fairhaven,-,1,"1,000",601,19,9,6,0,15,"1,650"
Fairhaven,-,2,913,688,20,6,4,0,17,"1,648"
Fairhaven,-,3,640,638,14,13,3,0,7,"1,315"
Fairhaven,-,4,875,713,26,8,1,0,14,"1,637"
Fairhaven,-,5,874,839,13,5,9,0,12,"1,752"
Fairhaven,-,6,791,796,22,4,7,0,7,"1,627"
"Fall River",1,A,765,763,20,7,2,0,42,"1,599"
"Fall River",1,B,600,518,21,6,0,0,1,"1,146"
"Fall River",1,C,637,613,21,2,3,0,13,"1,289"
"Fall River",2,A,518,388,16,4,2,0,4,932
"Fall River",2,B,442,395,11,5,2,0,8,863
"Fall River",2,C,522,455,17,6,0,0,9,"1,009"
"Fall River",3,A,370,541,16,9,1,0,282,"1,219"
"Fall River",3,B,656,525,6,8,0,0,11,"1,206"
"Fall River",3,C,713,619,16,3,3,0,15,"1,369"
"Fall River",4,A,535,348,9,5,0,0,9,906
"Fall River",4,B,522,319,9,2,2,0,9,863
"Fall River",4,C,562,313,13,9,2,0,11,910
"Fall River",5,A,396,285,10,7,1,0,5,704
"Fall River",5,B,345,197,8,9,2,0,6,567
"Fall River",5,B1,67,55,2,0,0,0,1,125
"Fall River",5,C,482,341,8,2,1,0,8,842
"Fall River",6,A,685,691,15,9,1,0,15,"1,416"
"Fall River",6,B,531,394,11,3,2,0,3,944
"Fall River",6,C,652,502,9,6,2,0,14,"1,185"
"Fall River",6,C1,18,11,1,0,0,0,1,31
"Fall River",7,A,696,515,17,4,5,0,8,"1,245"
"Fall River",7,B,598,367,17,1,6,0,8,997
"Fall River",7,C,748,450,13,6,0,0,13,"1,230"
"Fall River",8,A,636,444,9,2,0,0,19,"1,110"
"Fall River",8,B,914,645,13,7,1,0,15,"1,595"
"Fall River",8,C,948,779,20,12,5,0,14,"1,778"
"Fall River",9,A,"1,158",918,18,4,4,0,6,"2,108"
"Fall River",9,B,757,567,16,9,4,0,11,"1,364"
"Fall River",9,C,986,613,17,9,0,0,23,"1,648"
Falmouth,-,1,"2,096",522,23,10,17,0,21,"2,689"
Falmouth,-,2,"1,648",684,24,8,11,0,17,"2,392"
Falmouth,-,3,"1,460",824,22,10,7,0,18,"2,341"
Falmouth,-,4,"1,483",961,31,13,16,0,19,"2,523"
Falmouth,-,5,"1,752",852,40,13,8,0,20,"2,685"
Falmouth,-,6,"1,653",808,24,6,14,0,20,"2,525"
Falmouth,-,7,"1,368",922,21,11,8,0,19,"2,349"
Falmouth,-,8,"1,346",930,38,13,14,0,16,"2,357"
Falmouth,-,9,"1,328",816,22,12,1,0,14,"2,193"
Fitchburg,1,A,703,384,17,5,4,0,4,"1,117"
Fitchburg,1,B,845,450,22,9,3,0,6,"1,335"
Fitchburg,2,A,693,338,16,10,1,0,7,"1,065"
Fitchburg,2,B,869,636,25,11,4,0,4,"1,549"
Fitchburg,3,A,"1,147",855,32,10,7,0,16,"2,067"
Fitchburg,3,B,952,629,42,14,2,0,9,"1,648"
Fitchburg,4,A,405,272,11,3,0,0,3,694
Fitchburg,4,B,782,351,20,4,5,0,6,"1,168"
Fitchburg,5,A,"1,106",883,33,12,6,0,30,"2,070"
Fitchburg,5,B,570,285,18,9,2,0,7,891
Fitchburg,6,A,"1,044",725,20,7,5,0,8,"1,809"
Fitchburg,6,B,781,378,21,10,6,0,5,"1,201"
Florida,-,1,209,203,6,0,0,0,2,420
Foxborough,-,1,"1,213",738,41,10,2,0,13,"2,017"
Foxborough,-,2,"1,415",909,27,10,10,0,11,"2,382"
Foxborough,-,3,"1,350",936,38,8,6,0,11,"2,349"
Foxborough,-,4,"1,410",918,24,8,13,0,21,"2,394"
Foxborough,-,5,"1,352",856,33,7,12,0,23,"2,283"
Framingham,-,1,"1,793",668,26,10,12,0,10,"2,519"
Framingham,-,2,"2,170",720,55,12,16,0,11,"2,984"
Framingham,-,3,"1,588",503,29,7,14,0,10,"2,151"
Framingham,-,4,"1,882",572,26,9,11,0,10,"2,510"
Framingham,-,5,"1,684",623,28,17,11,0,16,"2,379"
Framingham,-,6,"1,656",614,36,8,19,0,19,"2,352"
Framingham,-,7,"1,619",525,25,10,15,0,12,"2,206"
Framingham,-,8,"1,594",471,22,10,6,0,13,"2,116"
Framingham,-,9,"1,153",385,19,8,10,0,10,"1,585"
Framingham,-,10,999,270,16,6,4,0,3,"1,298"
Framingham,-,11,"1,859",608,34,14,15,0,22,"2,552"
Framingham,-,12,849,279,9,3,13,0,8,"1,161"
Framingham,-,13,"1,131",368,17,11,3,0,9,"1,539"
Framingham,-,14,857,240,16,10,9,0,13,"1,145"
Framingham,-,15,918,292,9,8,6,0,6,"1,239"
Framingham,-,16,517,171,6,1,3,0,1,699
Framingham,-,17,567,131,3,3,3,0,5,712
Framingham,-,18,786,272,15,3,3,0,9,"1,088"
Franklin,-,1,"1,372",824,31,10,17,0,17,"2,271"
Franklin,-,2,"1,571",919,42,17,20,0,20,"2,589"
Franklin,-,3,"1,451",926,46,15,11,0,14,"2,463"
Franklin,-,4,"1,660","1,062",56,9,2,0,42,"2,831"
Franklin,-,5,"1,792",960,39,16,16,0,20,"2,843"
Franklin,-,6,"1,416",717,38,15,4,0,25,"2,215"
Franklin,-,7,"1,727",881,48,7,9,0,23,"2,695"
Franklin,-,8,"1,486","1,056",38,12,8,0,45,"2,645"
Freetown,-,1,841,943,25,9,11,0,5,"1,834"
Freetown,-,2,825,992,16,8,3,0,12,"1,856"
Freetown,-,3,817,971,29,9,7,0,10,"1,843"
Gardner,1,A,679,454,22,5,4,0,14,"1,178"
Gardner,1,B,233,249,7,0,1,0,5,495
Gardner,2,A,572,426,22,7,1,0,11,"1,039"
Gardner,2,B,610,549,29,9,2,0,6,"1,205"
Gardner,3,A,476,363,20,9,1,0,3,872
Gardner,3,B,606,416,23,2,2,0,8,"1,057"
Gardner,4,A,581,341,23,9,3,0,8,965
Gardner,4,B,369,298,24,7,1,0,4,703
Gardner,5,A,480,350,20,6,0,0,2,858
Gardner,5,B,607,493,21,6,6,0,12,"1,145"
Georgetown,-,1,"1,100",948,26,10,12,0,12,"2,108"
Georgetown,-,2,983,760,30,5,13,0,7,"1,798"
Georgetown,-,3,968,680,28,7,15,0,11,"1,709"
Gill,-,1,679,279,18,5,6,0,2,989
Gloucester,1,1,"1,453",556,18,5,21,0,18,"2,071"
Gloucester,1,2,"1,187",536,24,10,6,0,6,"1,769"
Gloucester,2,1,939,456,30,11,8,0,12,"1,456"
Gloucester,2,2,903,410,12,9,7,0,9,"1,350"
Gloucester,3,1,"1,007",500,12,7,10,0,19,"1,555"
Gloucester,3,2,"1,021",526,14,6,11,0,13,"1,591"
Gloucester,4,1,"1,156",649,20,13,9,0,23,"1,870"
Gloucester,4,2,"1,645",513,32,12,11,0,14,"2,227"
Gloucester,5,1,"1,456",688,21,7,21,0,22,"2,215"
Gloucester,5,2,"1,371",761,34,8,17,0,18,"2,209"
Goshen,-,1,418,231,15,5,3,0,1,673
Gosnold,-,1,56,22,2,1,1,0,0,82
Grafton,-,1,"1,340",791,50,21,14,0,10,"2,226"
Grafton,-,2,"1,463",809,26,15,11,0,17,"2,341"
Grafton,-,3,"1,509",819,37,12,8,0,16,"2,401"
Grafton,-,4,"1,269",797,25,13,6,0,22,"2,132"
Grafton,-,5,"1,558",795,37,10,18,0,13,"2,431"
Granby,-,1,"1,149",859,32,12,5,0,10,"2,067"
Granby,-,2,906,956,24,10,3,0,11,"1,910"
Granville,-,1,402,565,20,3,0,0,12,"1,002"
"Great Barrington",-,A,900,172,14,7,1,0,2,"1,096"
"Great Barrington",-,B,861,203,14,9,5,0,3,"1,095"
"Great Barrington",-,C,702,91,7,6,6,0,1,813
"Great Barrington",-,D,905,188,9,6,6,0,9,"1,123"
Greenfield,-,1,728,322,23,4,7,0,6,"1,090"
Greenfield,-,2,896,327,18,10,3,0,41,"1,295"
Greenfield,-,3,801,293,8,10,2,0,21,"1,135"
Greenfield,-,4,870,296,16,7,2,0,18,"1,209"
Greenfield,-,5,841,195,13,9,7,0,33,"1,098"
Greenfield,-,6,879,186,20,15,8,0,95,"1,203"
Greenfield,-,7,615,236,8,12,5,0,30,906
Greenfield,-,8,701,185,14,11,5,0,35,951
Greenfield,-,9,552,225,16,5,3,0,19,820
Groton,-,1,"1,735",709,44,8,14,0,24,"2,534"
Groton,-,2,"1,561",788,44,17,12,0,26,"2,448"
Groton,-,3,"1,645",652,37,4,15,0,21,"2,374"
Groveland,-,1,"1,230",954,48,11,8,0,12,"2,263"
Groveland,-,2,"1,191","1,022",44,11,17,0,18,"2,303"
Hadley,-,1,"2,476",925,49,27,16,0,22,"3,515"
Halifax,-,1,"1,166","1,305",41,14,9,0,11,"2,546"
Halifax,-,2,"1,188","1,093",34,16,8,0,8,"2,347"
Hamilton,-,1,"1,228",578,33,6,14,0,18,"1,877"
Hamilton,-,2,"1,198",544,40,7,13,0,10,"1,812"
Hamilton,-,3,938,336,32,5,16,0,12,"1,339"
Hampden,-,1,"1,539","1,713",58,16,13,0,36,"3,375"
Hancock,-,1,257,207,9,3,2,0,4,482
Hanover,-,1,"1,220","1,185",54,13,18,0,18,"2,508"
Hanover,-,2,"1,267","1,154",33,6,15,0,15,"2,490"
Hanover,-,3,"1,203","1,038",28,4,10,0,16,"2,299"
Hanover,-,4,"1,220","1,130",38,5,11,0,18,"2,422"
Hanson,-,1,"1,098","1,123",42,11,7,0,19,"2,300"
Hanson,-,2,"1,125","1,095",43,16,12,0,21,"2,312"
Hanson,-,3,"1,021","1,096",40,7,5,0,18,"2,187"
Hardwick,-,1,749,733,32,7,8,0,5,"1,534"
Harvard,-,1,"3,074",954,71,18,12,0,28,"4,157"
Harwich,-,1,"1,540",866,28,13,18,0,17,"2,482"
Harwich,-,2,"1,461",860,34,8,11,0,29,"2,403"
Harwich,-,3,"1,476",864,40,17,10,0,16,"2,423"
Harwich,-,4,"1,356",775,47,9,15,0,7,"2,209"
Hatfield,-,1,"1,578",686,23,15,11,0,10,"2,323"
Haverhill,1,1,619,343,12,7,3,0,5,989
Haverhill,1,2,"1,043",446,16,10,4,0,15,"1,534"
Haverhill,1,3,828,472,20,8,4,0,8,"1,340"
Haverhill,2,1,834,479,25,9,13,0,8,"1,368"
Haverhill,2,2,877,662,18,11,7,0,11,"1,586"
Haverhill,2,3,611,291,16,7,5,0,2,932
Haverhill,3,1,626,225,16,10,5,0,6,888
Haverhill,3,2,795,354,15,11,4,0,10,"1,189"
Haverhill,3,3,798,411,9,10,6,0,6,"1,240"
Haverhill,4,1,956,696,30,6,14,0,9,"1,711"
Haverhill,4,2,"1,016",877,19,9,11,0,12,"1,944"
Haverhill,4,3,"1,016",728,32,9,8,0,13,"1,806"
Haverhill,5,1,"1,009",676,21,8,4,0,6,"1,724"
Haverhill,5,2,994,823,20,10,11,0,5,"1,863"
Haverhill,5,3,987,"1,024",21,11,10,0,7,"2,060"
Haverhill,6,1,908,633,28,7,7,0,5,"1,588"
Haverhill,6,2,915,646,24,13,6,0,9,"1,613"
Haverhill,6,3,"1,067",715,17,9,14,0,14,"1,836"
Haverhill,7,1,"1,116",628,34,9,7,0,8,"1,802"
Haverhill,7,2,906,608,15,9,8,0,6,"1,552"
Haverhill,7,3,"1,099",834,36,14,18,0,6,"2,007"
Hawley,-,1,155,70,3,3,0,0,0,231
Heath,-,1,294,158,8,6,2,0,2,470
Hingham,-,1,"1,875",794,32,6,26,0,23,"2,756"
Hingham,-,2,"1,900",845,40,10,17,0,30,"2,842"
Hingham,-,3,"1,873",811,35,8,28,0,27,"2,782"
Hingham,-,4,"1,683",734,36,4,30,0,24,"2,511"
Hingham,-,5,"1,090",716,28,4,17,0,21,"1,876"
Hingham,-,5A,861,256,4,4,1,0,13,"1,139"
